skills,target_role
"communication,presentation,stakeholder management,reporting,requirements gathering,tableau,excel,sql,data visualization",Business Analyst
"data visualization,kpi analysis,tableau,business intelligence,reporting,dashboarding",BI Analyst
"data visualization,tableau,kpi analysis,dashboarding,data modeling,power bi,critical thinking,presentation",BI Analyst
"model deployment,python,feature engineering,machine learning,scikit-learn,pandas,numpy",Data Scientist
"python,statistics,power bi,leadership,sql,pandas,tableau,dashboarding,excel,reporting,data visualization",Data Analyst
"pytorch,python,deep learning,communication,mlops,critical thinking,api development,docker,tensorflow,machine learning,kubernetes,model deployment",Machine Learning Engineer
"statistics,data visualization,reporting,python,sql,tableau,excel,pandas",Data Analyst
"tableau,leadership,excel,reporting,power bi,dashboarding,statistics,data visualization,pandas,sql,problem solving,python",Data Analyst
"model deployment,machine learning,deep learning,feature engineering,numpy,scikit-learn,python,pandas,statistics",Data Scientist
"analytics engineering,data warehouse,airflow,presentation,sql,python,snowflake,etl,data modeling,bigquery,dbt",Analytics Engineer
"etl,aws,hadoop,python,sql,airflow,database design,azure,data warehouse,problem solving,spark",Data Engineer
"machine learning,data visualization,statistics,scikit-learn,python,numpy,feature engineering",Data Scientist
"data visualization,dashboarding,critical thinking,problem solving,sql,data modeling,excel,reporting",BI Analyst
"deep learning,python,tensorflow,problem solving,docker,model deployment,mlops,kubernetes,presentation,machine learning,pytorch",Machine Learning Engineer
"critical thinking,feature engineering,machine learning,presentation,scikit-learn,data visualization,statistics,deep learning",Data Scientist
"kpi analysis,power bi,data modeling,excel,reporting,time management,presentation,sql",BI Analyst
"snowflake,dbt,python,sql,airflow,bigquery,data warehouse,etl,analytics engineering,data modeling",Analytics Engineer
"etl,analytics engineering,data warehouse,critical thinking,dbt,sql,python,airflow,presentation,bigquery,data modeling,snowflake",Analytics Engineer
"pandas,python,data visualization,feature engineering,model deployment,numpy,teamwork,machine learning,critical thinking,scikit-learn,statistics",Data Scientist
"power bi,excel,data visualization,kpi analysis,data modeling,business intelligence",BI Analyst
"leadership,pandas,deep learning,teamwork,model deployment,feature engineering,statistics,machine learning,python",Data Scientist
"airflow,bigquery,etl,python,sql,time management,snowflake,data modeling",Analytics Engineer
"tableau,communication,sql,data visualization,requirements gathering,power bi,excel,reporting,business analysis,stakeholder management",Business Analyst
"statistics,scikit-learn,pandas,feature engineering,data visualization,deep learning,machine learning,model deployment,time management,leadership,python,numpy",Data Scientist
"azure,etl,sql,hadoop,aws,airflow,data warehouse,leadership,spark,teamwork",Data Engineer
"reporting,tableau,sql,python,pandas,data visualization,dashboarding,power bi,statistics",Data Analyst
"data visualization,tableau,time management,sql,data modeling,kpi analysis,power bi,excel,reporting,business intelligence,dashboarding",BI Analyst
"dbt,bigquery,snowflake,sql,time management,data warehouse,python,airflow",Analytics Engineer
"hadoop,communication,spark,teamwork,aws,python,azure,database design,airflow,data warehouse,etl",Data Engineer
"reporting,sql,requirements gathering,communication,business analysis,power bi,stakeholder management,data visualization,excel,tableau",Business Analyst
"python,data warehouse,presentation,critical thinking,etl,database design,sql,airflow,hadoop,aws",Data Engineer
"reporting,dashboarding,pandas,statistics,sql,python,excel,data visualization,power bi",Data Analyst
"excel,teamwork,tableau,sql,python,time management,statistics,data visualization",Data Analyst
"leadership,deep learning,tensorflow,api development,presentation,docker,machine learning,pytorch,python,model deployment,mlops",Machine Learning Engineer
"data visualization,feature engineering,machine learning,critical thinking,scikit-learn,python,model deployment,numpy,deep learning,pandas",Data Scientist
"scikit-learn,machine learning,numpy,pandas,python,model deployment",Data Scientist
"spark,etl,azure,critical thinking,aws,problem solving,data warehouse,python,sql,airflow,database design",Data Engineer
"machine learning,data visualization,feature engineering,numpy,deep learning,statistics,model deployment,scikit-learn,pandas",Data Scientist
"python,etl,bigquery,data warehouse,analytics engineering,dbt,snowflake,data modeling",Analytics Engineer
"excel,power bi,stakeholder management,communication,reporting,requirements gathering,tableau,sql",Business Analyst
"stakeholder management,requirements gathering,sql,excel,communication,business analysis,critical thinking",Business Analyst
"scikit-learn,machine learning,feature engineering,teamwork,python,data visualization,statistics,numpy,pandas",Data Scientist
"data visualization,excel,dashboarding,pandas,tableau,reporting,statistics",Data Analyst
"python,etl,hadoop,azure,data warehouse,spark,aws,database design,leadership,sql",Data Engineer
"data warehouse,database design,critical thinking,spark,presentation,sql,python,etl,azure,hadoop,aws",Data Engineer
"hadoop,data warehouse,database design,aws,etl,python,azure,airflow,spark",Data Engineer
"tensorflow,kubernetes,time management,model deployment,machine learning,api development,mlops",Machine Learning Engineer
"pandas,python,power bi,teamwork,tableau,dashboarding,data visualization,sql",Data Analyst
"tensorflow,kubernetes,critical thinking,machine learning,api development,docker,pytorch,deep learning,mlops,model deployment",Machine Learning Engineer
"data visualization,excel,business intelligence,power bi,data modeling,tableau,sql",BI Analyst
"excel,stakeholder management,data visualization,reporting,critical thinking,communication,business analysis,power bi,tableau,sql,requirements gathering",Business Analyst
"tableau,sql,data visualization,reporting,pandas,statistics,power bi,python,dashboarding,excel",Data Analyst
"stakeholder management,sql,requirements gathering,data visualization,power bi,reporting,business analysis,critical thinking,tableau",Business Analyst
"python,docker,pytorch,model deployment,deep learning,mlops,teamwork,tensorflow,api development,kubernetes",Machine Learning Engineer
"reporting,sql,stakeholder management,communication,power bi,requirements gathering,teamwork,excel,business analysis",Business Analyst
"data warehouse,hadoop,etl,python,aws,airflow",Data Engineer
"machine learning,pytorch,tensorflow,model deployment,kubernetes,python,mlops",Machine Learning Engineer
"data modeling,airflow,sql,bigquery,data warehouse,dbt,analytics engineering,python,etl,snowflake",Analytics Engineer
"reporting,tableau,statistics,excel,python,problem solving,dashboarding,pandas",Data Analyst
"communication,model deployment,deep learning,mlops,python,api development,docker,kubernetes,leadership,tensorflow",Machine Learning Engineer
"sql,data modeling,data warehouse,dbt,airflow,bigquery,analytics engineering,python,time management,snowflake",Analytics Engineer
"stakeholder management,excel,requirements gathering,power bi,tableau,communication,reporting,sql",Business Analyst
"docker,tensorflow,model deployment,pytorch,problem solving,mlops,python,kubernetes,time management",Machine Learning Engineer
"reporting,dashboarding,kpi analysis,excel,business intelligence,data modeling,power bi,tableau,sql,presentation",BI Analyst
"communication,spark,database design,airflow,presentation,aws,sql,etl",Data Engineer
"model deployment,api development,deep learning,pytorch,mlops,critical thinking,kubernetes,tensorflow,teamwork,docker,machine learning",Machine Learning Engineer
"api development,tensorflow,time management,deep learning,critical thinking,python,docker,kubernetes,machine learning,pytorch",Machine Learning Engineer
"numpy,pandas,statistics,model deployment,python,data visualization,machine learning",Data Scientist
"hadoop,data warehouse,etl,aws,database design,sql,spark,time management,python,airflow",Data Engineer
"excel,tableau,pandas,dashboarding,statistics,data visualization,reporting",Data Analyst
"sql,excel,data visualization,tableau,power bi,statistics,dashboarding,python,reporting",Data Analyst
"dbt,analytics engineering,bigquery,python,airflow,sql,etl",Analytics Engineer
"sql,data visualization,excel,pandas,power bi,problem solving,dashboarding,reporting,python,leadership,tableau,statistics",Data Analyst
"feature engineering,scikit-learn,pandas,python,data visualization,model deployment,numpy,machine learning,deep learning",Data Scientist
"statistics,dashboarding,time management,power bi,tableau,reporting,python",Data Analyst
"data warehouse,python,database design,azure,airflow,hadoop,spark,sql,aws",Data Engineer
"excel,stakeholder management,communication,data visualization,reporting,requirements gathering,teamwork,presentation,sql",Business Analyst
"dbt,data warehouse,bigquery,airflow,snowflake,sql",Analytics Engineer
"hadoop,data warehouse,azure,sql,database design,etl,spark,airflow",Data Engineer
"model deployment,machine learning,docker,deep learning,python,tensorflow,api development",Machine Learning Engineer
"pandas,reporting,data visualization,power bi,tableau,dashboarding,sql,python,statistics",Data Analyst
"sql,excel,requirements gathering,data visualization,communication,stakeholder management,leadership",Business Analyst
"data visualization,statistics,sql,tableau,pandas,dashboarding,teamwork",Data Analyst
"aws,database design,etl,spark,azure,python,problem solving",Data Engineer
"dashboarding,business intelligence,excel,communication,data visualization,kpi analysis,power bi,reporting,sql,tableau",BI Analyst
