skills,target_role
"Kubernetes, Scikit-learn, CI/CD, AWS SageMaker, PyTorch, Python",Machine Learning Engineer
"Git, Data Modeling, Airflow, ETL, dbt",Analytics Engineer
"Data Warehousing, SQL, QlikSense, Looker, Tableau, DAX",BI Analyst
"AWS SageMaker, TensorFlow, Docker, Kubernetes, CI/CD, MLOps",Machine Learning Engineer
"Agile, Stakeholder Management, Process Modeling",Business Analyst
"Python, Scikit-learn, Mathematics, SQL",Data Scientist
"Machine Learning, Python, R, Pandas, Computer Vision, Mathematics",Data Scientist
"Excel, Data Warehousing, Tableau",BI Analyst
"Scikit-learn, TensorFlow, Docker, Git",Machine Learning Engineer
"Statistics, Power BI, Google Analytics",Data Analyst
"Data Warehousing, DAX, Tableau, ETL",BI Analyst
"ETL, BigQuery, Data Pipeline, Git, Python",Analytics Engineer
"Python, Data Pipeline, ETL, Airflow, BigQuery",Analytics Engineer
"Process Modeling, Tableau, Jira",Business Analyst
"BigQuery, SQL, Airflow, Python, Data Modeling, Data Pipeline",Analytics Engineer
"BigQuery, Snowflake, Python, Git, Airflow",Analytics Engineer
"DAX, Data Warehousing, SQL, QlikSense, Dashboarding",BI Analyst
"Data Visualization, SQL, Power BI",Data Analyst
"Databricks, NoSQL, SQL, GCP, Hadoop",Data Engineer
"Power BI, Python, R, Tableau, SQL, Google Analytics",Data Analyst
"A/B Testing, Excel, Power BI, SQL, Google Analytics, Python",Data Analyst
"SQL, Data Warehousing, Power BI, DAX, Excel",BI Analyst
"Deep Learning, R, Scikit-learn",Data Scientist
"MLOps, Scikit-learn, Kubernetes",Machine Learning Engineer
"Google Analytics, Data Visualization, A/B Testing, Python, Statistics, R",Data Analyst
"SQL, Tableau, DAX, Dashboarding",BI Analyst
"Jira, Excel, Stakeholder Management",Business Analyst
"Machine Learning, Pandas, Python, NLP, Deep Learning, Computer Vision",Data Scientist
"Python, PyTorch, CI/CD",Machine Learning Engineer
"TensorFlow, Mathematics, Python, R",Data Scientist
"Python, BigQuery, Snowflake, ETL, Data Pipeline",Analytics Engineer
"Snowflake, Git, SQL, Data Pipeline, Data Modeling, Python",Analytics Engineer
"Requirement Gathering, Process Modeling, Agile, Tableau, SQL, Jira",Business Analyst
"Spark, SQL, NoSQL, Airflow, Snowflake",Data Engineer
"TensorFlow, Git, CI/CD, C++, Python, Docker",Machine Learning Engineer
"Visio, Jira, Excel, Power BI",Business Analyst
"Excel, R, A/B Testing, Tableau, Statistics",Data Analyst
"SQL, Tableau, Jira, Excel, Requirement Gathering",Business Analyst
"PyTorch, Docker, TensorFlow, Git, AWS SageMaker",Machine Learning Engineer
"PyTorch, Kubernetes, TensorFlow",Machine Learning Engineer
"dbt, Python, Git, Data Modeling, Data Pipeline",Analytics Engineer
"Tableau, Looker, Dashboarding",BI Analyst
"TensorFlow, Python, Scikit-learn, R, NLP, Mathematics",Data Scientist
"SQL, Agile, Excel",Business Analyst
"Snowflake, Python, Data Modeling, Airflow",Analytics Engineer
"Dashboarding, Power BI, SQL, Looker, QlikSense",BI Analyst
"Dashboarding, Power BI, ETL",BI Analyst
"Python, TensorFlow, Scikit-learn, Git",Machine Learning Engineer
"Excel, SQL, Statistics, Tableau, Data Visualization",Data Analyst
"Machine Learning, Computer Vision, Scikit-learn, Deep Learning, PyTorch, Mathematics",Data Scientist
"Python, Scikit-learn, NLP, TensorFlow, PyTorch, Machine Learning",Data Scientist
"Requirement Gathering, Jira, Agile, Visio, Excel, Stakeholder Management",Business Analyst
"Python, Excel, A/B Testing, Google Analytics, R",Data Analyst
"BigQuery, dbt, Python, SQL",Analytics Engineer
"Google Analytics, Python, A/B Testing",Data Analyst
"ETL, Power BI, Dashboarding, Tableau, DAX",BI Analyst
"MLOps, Git, TensorFlow",Machine Learning Engineer
"Jira, Tableau, Stakeholder Management, Power BI, Agile, Excel",Business Analyst
"PyTorch, SQL, R, Computer Vision, Scikit-learn, Python",Data Scientist
"PyTorch, AWS SageMaker, Git, C++",Machine Learning Engineer
"Azure, Spark, Databricks, ETL",Data Engineer
"Machine Learning, Pandas, Mathematics, Python",Data Scientist
"Tableau, Dashboarding, Excel, ETL, DAX, SQL",BI Analyst
"Excel, Tableau, Data Warehousing",BI Analyst
"Tableau, SQL, Looker, Dashboarding, Excel",BI Analyst
"Jira, Power BI, Stakeholder Management",Business Analyst
"Git, Docker, TensorFlow",Machine Learning Engineer
"Google Analytics, Tableau, A/B Testing, Python, Power BI, Data Visualization",Data Analyst
"Power BI, A/B Testing, Statistics, SQL, Data Visualization, Tableau",Data Analyst
"Computer Vision, Python, Mathematics, PyTorch, R, Pandas",Data Scientist
"QlikSense, Tableau, Data Warehousing, Power BI, DAX, Looker",BI Analyst
"Pandas, PyTorch, R, Deep Learning, TensorFlow",Data Scientist
"Airflow, dbt, Data Modeling, Git",Analytics Engineer
"Stakeholder Management, Excel, Process Modeling, Requirement Gathering, Agile",Business Analyst
"Tableau, Excel, A/B Testing, Power BI",Data Analyst
"Docker, Python, CI/CD, Kubernetes, Git, MLOps",Machine Learning Engineer
"Kafka, Azure, ETL",Data Engineer
"SQL, TensorFlow, Computer Vision, R, Scikit-learn",Data Scientist
"TensorFlow, Machine Learning, Scikit-learn",Data Scientist
"Python, Kafka, Databricks, Spark, Azure",Data Engineer
"PyTorch, NLP, TensorFlow",Data Scientist
"Jira, Stakeholder Management, Tableau",Business Analyst
"Python, MLOps, PyTorch",Machine Learning Engineer
"Kubernetes, MLOps, TensorFlow",Machine Learning Engineer
"Pandas, NLP, Machine Learning, R, TensorFlow, SQL",Data Scientist
"R, Python, Google Analytics, SQL, Data Visualization, Statistics",Data Analyst
"Visio, Stakeholder Management, SQL, Requirement Gathering, Jira, Excel",Business Analyst
"SQL, BigQuery, ETL, Git, Snowflake",Analytics Engineer
"DAX, Power BI, QlikSense",BI Analyst
"Python, SQL, AWS, Spark",Data Engineer
"TensorFlow, Deep Learning, Python, Pandas, Computer Vision, Mathematics",Data Scientist
"Power BI, Agile, Jira, Stakeholder Management, Visio, SQL",Business Analyst
"CI/CD, Git, Kubernetes, C++",Machine Learning Engineer
"Dashboarding, SQL, Power BI",BI Analyst
"Excel, SQL, Visio, Stakeholder Management, Process Modeling",Business Analyst
"Tableau, SQL, Data Visualization, R, A/B Testing",Data Analyst
"dbt, Data Modeling, ETL, Data Pipeline, Git, Snowflake",Analytics Engineer
"Python, Deep Learning, NLP, Scikit-learn",Data Scientist
"Power BI, Looker, SQL, DAX",BI Analyst
"SQL, ETL, Data Warehousing, Looker, Excel, Tableau",BI Analyst
"A/B Testing, Tableau, Power BI, SQL, Excel, Google Analytics",Data Analyst
"Statistics, Tableau, A/B Testing, Python",Data Analyst
"NoSQL, Kafka, Python, Azure",Data Engineer
"PyTorch, C++, Scikit-learn",Machine Learning Engineer
"PyTorch, TensorFlow, Scikit-learn, CI/CD, AWS SageMaker",Machine Learning Engineer
"CI/CD, Scikit-learn, Git",Machine Learning Engineer
"BigQuery, SQL, Airflow, Git, Snowflake, Data Modeling",Analytics Engineer
"Excel, Stakeholder Management, Requirement Gathering",Business Analyst
"NLP, Pandas, Mathematics, PyTorch",Data Scientist
"R, TensorFlow, Deep Learning",Data Scientist
"Snowflake, Data Pipeline, ETL, Python, Airflow",Analytics Engineer
"Python, Docker, AWS SageMaker",Machine Learning Engineer
"NoSQL, Hadoop, ETL, GCP, Python",Data Engineer
"Excel, Tableau, Google Analytics, Power BI, Data Visualization, R",Data Analyst
"Python, Google Analytics, Power BI, Excel",Data Analyst
"Python, Deep Learning, NLP",Data Scientist
"Pandas, TensorFlow, SQL, Machine Learning",Data Scientist
"MLOps, C++, PyTorch, Kubernetes, Python",Machine Learning Engineer
"Agile, Power BI, Excel",Business Analyst
"Dashboarding, Tableau, QlikSense, Looker",BI Analyst
"Process Modeling, Power BI, Stakeholder Management, Tableau, Visio, Requirement Gathering",Business Analyst
"Excel, DAX, Power BI",BI Analyst
"NoSQL, AWS, Hadoop, SQL",Data Engineer
"Airflow, Hadoop, GCP",Data Engineer
"Databricks, Azure, Airflow, NoSQL",Data Engineer
"C++, MLOps, Scikit-learn",Machine Learning Engineer
"Power BI, Looker, Excel, ETL, Dashboarding",BI Analyst
"Data Visualization, R, Excel, A/B Testing, Statistics",Data Analyst
"Data Modeling, SQL, dbt, BigQuery",Analytics Engineer
"Data Visualization, Tableau, Statistics, R, Power BI",Data Analyst
"Git, BigQuery, Airflow, SQL, Python, dbt",Analytics Engineer
"Machine Learning, Python, Mathematics",Data Scientist
"Excel, Python, Statistics",Data Analyst
"Python, ETL, AWS, Spark, SQL",Data Engineer
"Tableau, Google Analytics, Power BI, R, Statistics",Data Analyst
"SQL, Data Visualization, Power BI, R, Tableau",Data Analyst
"Python, Git, Snowflake",Analytics Engineer
"R, Data Visualization, Python, Statistics",Data Analyst
"Python, dbt, BigQuery, Airflow, Git",Analytics Engineer
"MLOps, Kubernetes, Scikit-learn",Machine Learning Engineer
"Python, R, TensorFlow, Pandas, NLP",Data Scientist
"Snowflake, Data Modeling, ETL, Airflow, Data Pipeline, SQL",Analytics Engineer
"TensorFlow, Scikit-learn, C++, Python",Machine Learning Engineer
"Statistics, Power BI, Data Visualization, Excel, A/B Testing, Tableau",Data Analyst
"Tableau, Power BI, Excel",Business Analyst
"Statistics, Data Visualization, Google Analytics, Excel",Data Analyst
"Excel, Power BI, SQL, Stakeholder Management, Visio",Business Analyst
"Computer Vision, Mathematics, TensorFlow",Data Scientist
"SQL, R, Excel, Power BI, Data Visualization",Data Analyst
"Power BI, Excel, Data Warehousing, Looker, SQL",BI Analyst
"Data Visualization, R, Excel",Data Analyst
"DAX, Power BI, QlikSense, Looker, Tableau, SQL",BI Analyst
"Dashboarding, Looker, Power BI, Data Warehousing, SQL",BI Analyst
"Kafka, Airflow, AWS",Data Engineer
"Python, Power BI, Excel",Data Analyst
"Git, C++, AWS SageMaker, Kubernetes, CI/CD, Python",Machine Learning Engineer
"CI/CD, Scikit-learn, MLOps",Machine Learning Engineer
"Azure, Kafka, AWS",Data Engineer
"Python, SQL, dbt",Analytics Engineer
"Git, Snowflake, Python, dbt",Analytics Engineer
"Python, Docker, Git",Machine Learning Engineer
"Power BI, Data Warehousing, ETL",BI Analyst
"SQL, Visio, Requirement Gathering, Stakeholder Management, Power BI, Process Modeling",Business Analyst
"Pandas, SQL, Machine Learning, R, Mathematics",Data Scientist
"QlikSense, Looker, Tableau, Excel",BI Analyst
"R, Scikit-learn, Python, SQL, Deep Learning, Machine Learning",Data Scientist
"Airflow, Python, Azure",Data Engineer
"Python, Power BI, Google Analytics, Excel",Data Analyst
"Hadoop, Python, GCP, ETL",Data Engineer
"Snowflake, Git, Airflow, Data Modeling",Analytics Engineer
"C++, AWS SageMaker, CI/CD, Git",Machine Learning Engineer
"Statistics, R, Google Analytics",Data Analyst
"Snowflake, Git, dbt",Analytics Engineer
"Requirement Gathering, Tableau, Excel, Process Modeling",Business Analyst
"dbt, Snowflake, Data Modeling, Python",Analytics Engineer
"Databricks, Python, Airflow, Hadoop",Data Engineer
"Spark, NoSQL, Kafka, Databricks, Azure, Snowflake",Data Engineer
"Tableau, DAX, Dashboarding",BI Analyst
"Process Modeling, Excel, SQL, Requirement Gathering, Agile, Jira",Business Analyst
"Computer Vision, Pandas, SQL, Scikit-learn",Data Scientist
"Data Visualization, SQL, Excel",Data Analyst
"Scikit-learn, R, Computer Vision",Data Scientist
"Snowflake, dbt, Data Pipeline, Data Modeling, Python, ETL",Analytics Engineer
"Tableau, Excel, Visio, Stakeholder Management, Process Modeling",Business Analyst
"CI/CD, MLOps, Kubernetes",Machine Learning Engineer
"Tableau, ETL, QlikSense, DAX, Power BI, SQL",BI Analyst
"Deep Learning, Pandas, Mathematics, Machine Learning, Scikit-learn, R",Data Scientist
"Git, Snowflake, ETL, BigQuery",Analytics Engineer
"Airflow, SQL, Python, Git, Data Pipeline, Snowflake",Analytics Engineer
"Tableau, Data Warehousing, Excel",BI Analyst
"Spark, Kafka, Hadoop, NoSQL",Data Engineer
"TensorFlow, MLOps, AWS SageMaker",Machine Learning Engineer
"Excel, Google Analytics, R",Data Analyst
"Process Modeling, SQL, Stakeholder Management",Business Analyst
"AWS SageMaker, C++, Kubernetes, Docker, CI/CD",Machine Learning Engineer
"Python, C++, Docker, Git, TensorFlow",Machine Learning Engineer
"Kubernetes, Scikit-learn, TensorFlow",Machine Learning Engineer
"Kubernetes, Python, PyTorch",Machine Learning Engineer
"Excel, A/B Testing, Power BI, Data Visualization",Data Analyst
"Python, Mathematics, Computer Vision",Data Scientist
"Spark, AWS, GCP, Hadoop, NoSQL, Airflow",Data Engineer
"Python, TensorFlow, Scikit-learn, MLOps, Git, C++",Machine Learning Engineer
"NLP, Mathematics, Machine Learning, Computer Vision, SQL, Scikit-learn",Data Scientist
"C++, Docker, TensorFlow",Machine Learning Engineer
"BigQuery, Data Modeling, dbt, Data Pipeline, Python",Analytics Engineer
"Python, A/B Testing, Google Analytics",Data Analyst
"Scikit-learn, R, Computer Vision, SQL",Data Scientist
"TensorFlow, Git, Docker, MLOps, CI/CD, PyTorch",Machine Learning Engineer
"Requirement Gathering, Stakeholder Management, Process Modeling, Excel, Agile",Business Analyst
"SQL, Power BI, Tableau, Google Analytics, Statistics",Data Analyst
"SQL, Statistics, Google Analytics",Data Analyst
"MLOps, Docker, AWS SageMaker, Python, PyTorch",Machine Learning Engineer
"Tableau, Data Warehousing, Looker, DAX",BI Analyst
"Process Modeling, Power BI, Excel",Business Analyst
"Data Pipeline, Data Modeling, BigQuery, Airflow, Git",Analytics Engineer
"R, Google Analytics, Excel, Tableau, Python",Data Analyst
"Deep Learning, TensorFlow, R",Data Scientist
"Excel, Python, Tableau, Data Visualization",Data Analyst
"SQL, Machine Learning, TensorFlow, R, PyTorch, Python",Data Scientist
"ETL, Hadoop, GCP, Azure, AWS, Python",Data Engineer
"MLOps, Scikit-learn, CI/CD",Machine Learning Engineer
"Power BI, Looker, Tableau, Excel, DAX",BI Analyst
"R, Statistics, Power BI",Data Analyst
"Tableau, Power BI, Data Warehousing, Excel",BI Analyst
"C++, PyTorch, Git",Machine Learning Engineer
"Scikit-learn, MLOps, C++, TensorFlow, Kubernetes, CI/CD",Machine Learning Engineer
"Dashboarding, Tableau, Looker",BI Analyst
"Databricks, Kafka, Hadoop, GCP, ETL, AWS",Data Engineer
"Git, CI/CD, TensorFlow",Machine Learning Engineer
"AWS, GCP, Airflow, Hadoop, Python",Data Engineer
"Dashboarding, QlikSense, Power BI, Excel, DAX",BI Analyst
"R, Data Visualization, SQL",Data Analyst
"Statistics, Data Visualization, SQL, Google Analytics, Excel, R",Data Analyst
"NLP, TensorFlow, Machine Learning",Data Scientist
"Dashboarding, DAX, Looker",BI Analyst
"MLOps, Docker, AWS SageMaker, Git",Machine Learning Engineer
"AWS SageMaker, C++, TensorFlow, CI/CD",Machine Learning Engineer
"Python, Power BI, SQL, A/B Testing, Tableau",Data Analyst
"Pandas, Computer Vision, TensorFlow, Deep Learning",Data Scientist
"Looker, QlikSense, SQL, DAX, Data Warehousing, Tableau",BI Analyst
"SQL, Python, Power BI",Data Analyst
"Tableau, ETL, Excel, Dashboarding, Power BI",BI Analyst
"Power BI, Tableau, Agile, Jira, Excel",Business Analyst
"Data Warehousing, Dashboarding, Power BI, Excel, SQL",BI Analyst
"Snowflake, Data Modeling, dbt, BigQuery, Python",Analytics Engineer
"MLOps, TensorFlow, Docker",Machine Learning Engineer
"SQL, NoSQL, Spark, Kafka, Snowflake",Data Engineer
"Databricks, AWS, Azure, Python, Kafka",Data Engineer
"Spark, AWS, ETL",Data Engineer
"ETL, AWS, SQL, Snowflake",Data Engineer
"C++, CI/CD, MLOps, AWS SageMaker, Kubernetes, Scikit-learn",Machine Learning Engineer
"Python, Mathematics, Machine Learning, Scikit-learn",Data Scientist
"R, Data Visualization, A/B Testing, Power BI, Python",Data Analyst
"R, Python, Statistics",Data Analyst
"QlikSense, Tableau, ETL, Excel, Data Warehousing, Dashboarding",BI Analyst
"ETL, Excel, Dashboarding",BI Analyst
"A/B Testing, Data Visualization, Python, Google Analytics, Tableau",Data Analyst
"Agile, SQL, Power BI, Process Modeling, Requirement Gathering",Business Analyst
"SQL, QlikSense, Dashboarding, DAX, Excel",BI Analyst
"Scikit-learn, NLP, Mathematics, Computer Vision, TensorFlow",Data Scientist
"PyTorch, MLOps, Scikit-learn, TensorFlow, CI/CD, Git",Machine Learning Engineer
"Tableau, Dashboarding, Excel, Power BI, Data Warehousing, ETL",BI Analyst
"GCP, Airflow, NoSQL, Snowflake",Data Engineer
"Power BI, Jira, Visio, Excel, Stakeholder Management",Business Analyst
"Statistics, A/B Testing, Tableau",Data Analyst
"SQL, Tableau, Looker, Power BI, QlikSense",BI Analyst
"Databricks, Kafka, Python, Azure, Hadoop",Data Engineer
"Airflow, BigQuery, Data Pipeline, Python, dbt, ETL",Analytics Engineer
"Python, Scikit-learn, Pandas, TensorFlow",Data Scientist
"A/B Testing, SQL, Excel, Data Visualization, Statistics",Data Analyst
"AWS, Databricks, SQL",Data Engineer
"Agile, Stakeholder Management, Excel, SQL",Business Analyst
"Snowflake, Azure, Kafka, NoSQL, Hadoop",Data Engineer
"Python, R, Computer Vision",Data Scientist
"Power BI, SQL, Process Modeling, Visio, Agile, Stakeholder Management",Business Analyst
"SQL, Snowflake, Data Pipeline",Analytics Engineer
"Requirement Gathering, Tableau, Power BI, Stakeholder Management",Business Analyst
"Excel, Power BI, Requirement Gathering, Process Modeling, Visio, SQL",Business Analyst
"NLP, TensorFlow, Python, SQL, Mathematics",Data Scientist
"Power BI, Process Modeling, Tableau, Jira",Business Analyst
"Data Warehousing, Power BI, DAX, ETL",BI Analyst
"QlikSense, ETL, SQL, Looker, Power BI",BI Analyst
"Tableau, Stakeholder Management, Requirement Gathering",Business Analyst
"ETL, Power BI, SQL",BI Analyst
"Data Pipeline, Git, dbt, SQL, BigQuery",Analytics Engineer
"Data Modeling, Airflow, Git, BigQuery, Python",Analytics Engineer
"Pandas, PyTorch, Python, Deep Learning, Mathematics, NLP",Data Scientist
"Tableau, Requirement Gathering, Jira, Process Modeling, Visio",Business Analyst
"Spark, AWS, NoSQL, ETL",Data Engineer
"AWS, Kafka, Spark, Snowflake, ETL",Data Engineer
"Git, CI/CD, MLOps, Kubernetes",Machine Learning Engineer
"Python, Computer Vision, R, Scikit-learn, PyTorch",Data Scientist
"GCP, Spark, Azure, Databricks, Snowflake",Data Engineer
"R, Machine Learning, Pandas, Python",Data Scientist
"Looker, Power BI, DAX",BI Analyst
"Scikit-learn, PyTorch, Python, R, Deep Learning",Data Scientist
"Looker, DAX, ETL, Power BI, SQL",BI Analyst
"Computer Vision, R, Python, Deep Learning",Data Scientist
"Dashboarding, Power BI, Tableau, ETL",BI Analyst
"Tableau, ETL, Dashboarding, Data Warehousing, Power BI",BI Analyst
"MLOps, PyTorch, Git, Python, CI/CD, TensorFlow",Machine Learning Engineer
"AWS, Snowflake, SQL",Data Engineer
"Power BI, Visio, Excel, Requirement Gathering",Business Analyst
"Docker, C++, Python, Kubernetes, Scikit-learn, MLOps",Machine Learning Engineer
"Data Visualization, Excel, Tableau, A/B Testing",Data Analyst
"Data Warehousing, DAX, QlikSense, Excel, Looker, Power BI",BI Analyst
